H|998937320|998937320|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893720|10.2|1|10.2|1
H|998937321|998937321|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893721|10.2|1|10.2|1
H|998937322|998937322|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893722|10.2|1|10.2|1
H|998937323|998937323|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893723|10.2|1|10.2|1
H|998937324|998937324|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893724|10.2|1|10.2|1
H|998937325|998937325|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893725|10.2|1|10.2|1
H|998937326|998937326|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893726|10.2|1|10.2|1
H|998937327|998937327|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893727|10.2|1|10.2|1
H|998937328|998937328|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893728|10.2|1|10.2|1
H|998937329|998937329|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893729|10.2|1|10.2|1
H|998937330|998937330|2018-12-05 12:00:00|1118|11118|2||Cash|38.19|1|99893730|10.2|1|10.2|1
